file,label,duration_sec,total_packets,out_packets,in_packets,total_bytes,out_bytes,in_bytes,in_out_pkt_ratio,in_out_byte_ratio,pkt_size_mean,pkt_size_std,pkt_size_min,pkt_size_max,ipt_mean,ipt_std,ipt_p25,ipt_p50,ipt_p75,ipt_max,burst_count,burst_avg_size,burst_max_size,packet_sizes_seq,timestamps_seq
wikipedia_trace006.pcap,wikipedia,0.384985,234,158,76,215953,210324,5629,0.481,0.0268,922.8761,641.3248,54,1414,0.001652,0.006936,4e-06,6.4e-05,0.000618,0.053521,129,1.814,12,-78 74 -66 -393 1414 1414 500 -66 -72 -124 -152 -147 66 337 321 118 -66 -97 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 -66 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 1414 1414 1414 1414 1414 1414 1414 1414 -66 -66 1414 1414 -66 1414 1414 1414 1414 1414 1414 1414 1414 1414 1414 1414 1414 -66 -66 1414 1414 -66 1414 1414 -66 1414 1414 1414 1414 1414 1414 1414 1414 1414 1414 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 1414 -66 1414 762 -66 -90 -66 66 90 66 66 -54,0.0 0.053521 0.053686 0.054058 0.102845 0.10285 0.102852 0.102992 0.104821 0.104848 0.104906 0.10494 0.152797 0.152801 0.152804 0.152806 0.152921 0.153046 0.155089 0.155092 0.155166 0.155893 0.155896 0.155953 0.158476 0.158479 0.158542 0.161783 0.161785 0.16183 0.165047 0.165116 0.165137 0.165178 0.19977 0.199773 0.199869 0.201457 0.201461 0.201539 0.204813 0.204816 0.204882 0.208203 0.208207 0.208311 0.211875 0.211877 0.211937 0.21498 0.214983 0.215042 0.218404 0.218408 0.218469 0.221782 0.221786 0.221911 0.225051 0.225055 0.225147 0.228332 0.228336 0.228398 0.231453 0.231457 0.231539 0.234719 0.234724 0.234829 0.237879 0.237883 0.237975 0.247105 0.24711 0.247252 0.248577 0.248582 0.248688 0.251296 0.251298 0.251349 0.253674 0.253678 0.253721 0.256077 0.256081 0.256187 0.258552 0.258556 0.258669 0.260828 0.260831 0.26093 0.263007 0.263011 0.263118 0.265485 0.265489 0.265596 0.267935 0.267939 0.268024 0.272237 0.272241 0.272319 0.273429 0.273432 0.273487 0.276962 0.276966 0.277033 0.277108 0.277111 0.277154 0.27721 0.279685 0.279688 0.279743 0.281987 0.28199 0.28204 0.284324 0.284328 0.284374 0.285783 0.285786 0.285826 0.297185 0.29719 0.297192 0.297194 0.297196 0.297198 0.2972 0.297202 0.297204 0.297206 0.29732 0.297516 0.297719 0.297722 0.2978 0.306635 0.306639 0.306641 0.306643 0.306646 0.306648 0.30665 0.306651 0.306653 0.306655 0.306657 0.306659 0.306788 0.306977 0.30707 0.307073 0.307142 0.314341 0.314344 0.314566 0.315652 0.315657 0.315662 0.315667 0.315672 0.315676 0.315679 0.315683 0.315687 0.315691 0.315694 0.315697 0.315951 0.316448 0.316451 0.316515 0.317908 0.317912 0.318043 0.318525 0.318706 0.31875 0.319643 0.319646 0.319723 0.321577 0.321581 0.321698 0.32235 0.322353 0.322548 0.323608 0.323611 0.323726 0.324699 0.324702 0.324803 0.325751 0.325754 0.325833 0.325998 0.326807 0.326886 0.327504 0.327509 0.327571 0.328241 0.328244 0.328412 0.329854 0.329859 0.329946 0.330425 0.330429 0.330493 0.331323 0.331325 0.331395 0.332377 0.332381 0.332446 0.333636 0.333639 0.333718 0.333945 0.33475 0.384793 0.384797 0.384799 0.384801 0.384985
