file,label,duration_sec,total_packets,out_packets,in_packets,total_bytes,out_bytes,in_bytes,in_out_pkt_ratio,in_out_byte_ratio,pkt_size_mean,pkt_size_std,pkt_size_min,pkt_size_max,ipt_mean,ipt_std,ipt_p25,ipt_p50,ipt_p75,ipt_max,burst_count,burst_avg_size,burst_max_size,packet_sizes_seq,timestamps_seq
amazon_trace036.pcap,amazon,0.049102,29,17,12,8090,1742,6348,0.7059,3.6441,278.9655,434.8673,66,1494,0.001754,0.003557,6.8e-05,0.000185,0.000809,0.0109,15,1.9333,5,78 -74 66 390 -66 -1494 66 -1494 -1494 66 -632 66 72 124 152 145 -66 -245 -137 66 66 97 -514 66 90 66 -66 -66 66,0.0 0.010719 0.010921 0.011191 0.022091 0.023135 0.023244 0.023568 0.02357 0.023643 0.023951 0.023994 0.024921 0.024954 0.025029 0.025076 0.035733 0.036073 0.036075 0.036153 0.036205 0.03628 0.038697 0.038781 0.038959 0.039729 0.048906 0.048909 0.049102
